chunk,packetIndex,packetType,packetPayloadStart,packetSize,packetTs,payloadBitOffset,recordHeaderBit,gapBits,maskCount,maskIndices,slot,eid,x_capture,y_capture,z_capture,x_decoded,y_decoded,z_decoded,x_truth,y_truth,z_truth,sigByteInChunk,residual
2,782,0,548794,131,4544363105,70,37,33,2,0|25,512,1073742336,42.5834,8.6461,0.5031,42.5419,8.6322,0.4989,42.5419,8.6322,0.5031,548810,8
2,782,0,548794,131,4544363105,70,37,33,2,0|25,512,1073742336,42.5419,8.6322,0.5031,42.5419,8.6322,0.4989,42.5419,8.6322,0.5031,548810,8
2,782,0,548794,131,4544363105,234,195,39,3,0|1|25,515,1073742339,43.7857,9.6048,0.5031,43.7719,9.6048,0.4989,43.7719,9.6048,0.5031,548826,3
2,782,0,548794,131,4544363105,367,322,45,4,0|1|21|25,516,1073742340,-3.5614,16.7185,-1.2180,-3.5337,16.7185,-1.2138,-3.5337,16.7185,-1.2180,548842,3
2,782,0,548794,131,4544363105,513,480,33,2,0|25,517,1073742341,-3.4923,16.1350,-1.2180,-3.4923,16.1350,-1.2138,-3.4923,16.1350,-1.2180,548866,8
2,782,0,548794,131,4544363105,609,570,39,3,0|1|25,518,1073742342,-3.1744,15.2041,-1.2180,-3.1191,15.1763,-1.2138,-3.1191,15.1763,-1.2180,548874,4
2,784,0,548967,131,4544378979,70,37,33,2,0|25,512,1073742336,42.5419,8.6322,0.5031,42.5004,8.6322,0.4989,42.5004,8.6322,0.5031,548983,8
2,784,0,548967,131,4544378979,70,37,33,2,0|25,512,1073742336,42.5004,8.6322,0.5031,42.5004,8.6322,0.4989,42.5004,8.6322,0.5031,548983,8
2,784,0,548967,131,4544378979,234,195,39,3,0|1|25,515,1073742339,43.7719,9.6048,0.5031,43.7581,9.6048,0.4989,43.7581,9.6048,0.5031,548999,3
2,784,0,548967,131,4544378979,367,322,45,4,0|1|21|25,516,1073742340,-3.5337,16.7185,-1.2180,-3.5061,16.7324,-1.2138,-3.5061,16.7324,-1.2180,549015,3
2,784,0,548967,131,4544378979,513,480,33,2,0|25,517,1073742341,-3.4923,16.1350,-1.2180,-3.4784,16.1350,-1.2138,-3.4784,16.1350,-1.2180,549039,8
2,784,0,548967,131,4544378979,609,570,39,3,0|1|25,518,1073742342,-3.1191,15.1763,-1.2180,-3.0777,15.1624,-1.2138,-3.0777,15.1624,-1.2180,549047,4
2,786,0,549140,131,4544396845,76,37,39,3,0|1|25,512,1073742336,42.5004,8.6322,0.5031,42.4590,8.6183,0.4989,42.4590,8.6183,0.5031,549156,7
2,786,0,549140,131,4544396845,76,37,39,3,0|1|25,512,1073742336,42.4590,8.6183,0.5031,42.4590,8.6183,0.4989,42.4590,8.6183,0.5031,549156,7
2,786,0,549140,131,4544396845,271,232,39,3,0|1|25,515,1073742339,43.7581,9.6048,0.5031,43.7442,9.6048,0.4989,43.7442,9.6048,0.5031,549180,7
2,786,0,549140,131,4544396845,404,359,45,4,0|1|21|25,516,1073742340,-3.5061,16.7324,-1.2180,-3.4646,16.7324,-1.2138,-3.4646,16.7324,-1.2180,549196,6
2,786,0,549140,131,4544396845,550,517,33,2,0|25,517,1073742341,-3.4784,16.1350,-1.2180,-3.4784,16.1350,-1.2138,-3.4784,16.1350,-1.2180,549212,4
2,786,0,549140,131,4544396845,640,607,33,2,0|25,518,1073742342,-3.0777,15.1624,-1.2180,-3.0224,15.1485,-1.2138,-3.0224,15.1485,-1.2180,549220,0
2,788,0,549313,131,4544412506,76,37,39,3,0|1|25,512,1073742336,42.4590,8.6183,0.5031,42.4037,8.6183,0.4989,42.4037,8.6183,0.5031,549329,7
2,788,0,549313,131,4544412506,76,37,39,3,0|1|25,512,1073742336,42.4037,8.6183,0.5031,42.4037,8.6183,0.4989,42.4037,8.6183,0.5031,549329,7
2,788,0,549313,131,4544412506,271,232,39,3,0|1|25,515,1073742339,43.7442,9.6048,0.5031,43.7304,9.6048,0.4989,43.7304,9.6048,0.5031,549353,7
2,788,0,549313,131,4544412506,404,359,45,4,0|1|21|25,516,1073742340,-3.4646,16.7324,-1.2180,-3.4370,16.7324,-1.2138,-3.4370,16.7324,-1.2180,549369,6
2,788,0,549313,131,4544412506,550,517,33,2,0|25,517,1073742341,-3.4784,16.1350,-1.2180,-3.4646,16.1350,-1.2138,-3.4646,16.1350,-1.2180,549385,4
2,788,0,549313,131,4544412506,640,607,33,2,0|25,518,1073742342,-3.0224,15.1485,-1.2180,-2.9809,15.1346,-1.2138,-2.9809,15.1346,-1.2180,549393,0
2,790,0,549486,131,4544430313,76,37,39,3,0|1|25,512,1073742336,42.4037,8.6183,0.5031,42.3761,8.6045,0.4989,42.3761,8.6045,0.5031,549502,7
2,790,0,549486,131,4544430313,76,37,39,3,0|1|25,512,1073742336,42.3761,8.6045,0.5031,42.3761,8.6045,0.4989,42.3761,8.6045,0.5031,549502,7
2,790,0,549486,131,4544430313,271,232,39,3,0|1|25,515,1073742339,43.7304,9.6048,0.5031,43.7166,9.6048,0.4989,43.7166,9.6048,0.5031,549526,7
2,790,0,549486,131,4544430313,404,359,45,4,0|1|21|25,516,1073742340,-3.4370,16.7324,-1.2180,-3.3955,16.7324,-1.2138,-3.3955,16.7324,-1.2180,549542,6
2,790,0,549486,131,4544430313,550,517,33,2,0|25,517,1073742341,-3.4646,16.1350,-1.2180,-3.4646,16.1350,-1.2138,-3.4646,16.1350,-1.2180,549558,4
2,790,0,549486,131,4544430313,640,607,33,2,0|25,518,1073742342,-2.9809,15.1346,-1.2180,-2.9256,15.1207,-1.2138,-2.9256,15.1207,-1.2180,549566,0
2,792,0,549659,140,4544446130,82,37,45,4,0|1|21|25,512,1073742336,42.3761,8.6045,0.5031,42.3208,8.5906,0.4821,42.3208,8.5906,0.4863,549675,6
2,792,0,549659,140,4544446130,82,37,45,4,0|1|21|25,512,1073742336,42.3208,8.5906,0.4863,42.3208,8.5906,0.4821,42.3208,8.5906,0.4863,549675,6
2,792,0,549659,140,4544446130,302,263,39,3,0|1|25,515,1073742339,43.7166,9.6048,0.5031,43.6890,9.6048,0.4989,43.6890,9.6048,0.5031,549699,3
2,792,0,549659,140,4544446130,435,390,45,4,0|1|21|25,516,1073742340,-3.3955,16.7324,-1.2180,-3.3541,16.7324,-1.2138,-3.3541,16.7324,-1.2180,549715,2
2,792,0,549659,140,4544446130,581,548,33,2,0|25,517,1073742341,-3.4646,16.1350,-1.2180,-3.4646,16.1350,-1.2138,-3.4646,16.1350,-1.2180,549739,8
2,792,0,549659,140,4544446130,677,638,39,3,0|1|25,518,1073742342,-2.9256,15.1207,-1.2180,-2.8842,15.1068,-1.2138,-2.8842,15.1068,-1.2180,549747,4
2,794,0,549841,136,4544463245,76,37,39,3,0|1|25,512,1073742336,42.3208,8.5906,0.4863,42.2793,8.5767,0.4821,42.2793,8.5767,0.4779,549857,7
2,794,0,549841,136,4544463245,76,37,39,3,0|1|25,512,1073742336,42.2793,8.5767,0.4779,42.2793,8.5767,0.4821,42.2793,8.5767,0.4779,549857,7
2,794,0,549841,136,4544463245,271,232,39,3,0|1|25,515,1073742339,43.6890,9.6048,0.5031,43.6751,9.6048,0.4989,43.6751,9.6048,0.5031,549881,7
2,794,0,549841,136,4544463245,404,359,45,4,0|1|21|25,516,1073742340,-3.3541,16.7324,-1.2180,-3.3126,16.7185,-1.2138,-3.3126,16.7185,-1.2180,549897,6
2,794,0,549841,136,4544463245,550,517,33,2,0|25,517,1073742341,-3.4646,16.1350,-1.2180,-3.4508,16.1350,-1.2138,-3.4508,16.1350,-1.2180,549913,4
2,794,0,549841,136,4544463245,646,607,39,3,0|1|25,518,1073742342,-2.8842,15.1068,-1.2180,-2.8289,15.0929,-1.2138,-2.8289,15.0929,-1.2180,549929,8
2,796,0,550019,135,4544479110,82,37,45,4,0|1|21|25,512,1073742336,42.2793,8.5767,0.4779,42.2517,8.5628,0.4653,42.2517,8.5628,0.4695,550035,6
2,796,0,550019,135,4544479110,82,37,45,4,0|1|21|25,512,1073742336,42.2517,8.5628,0.4695,42.2517,8.5628,0.4653,42.2517,8.5628,0.4695,550035,6
2,796,0,550019,135,4544479110,302,263,39,3,0|1|25,515,1073742339,43.6751,9.6048,0.5031,43.6475,9.6048,0.4989,43.6475,9.6048,0.5031,550059,3
2,796,0,550019,135,4544479110,435,390,45,4,0|1|21|25,516,1073742340,-3.3126,16.7185,-1.2180,-3.2711,16.7185,-1.2138,-3.2711,16.7185,-1.2180,550075,2
2,796,0,550019,135,4544479110,581,548,33,2,0|25,517,1073742341,-3.4508,16.1350,-1.2180,-3.4508,16.1350,-1.2138,-3.4508,16.1350,-1.2180,550099,8
2,796,0,550019,135,4544479110,671,638,33,2,0|25,518,1073742342,-2.8289,15.0929,-1.2180,-2.7874,15.0929,-1.2138,-2.7874,15.0929,-1.2180,550107,5
2,798,0,550196,147,4544496540,139,94,45,4,0|1|21|25,512,1073742336,42.2517,8.5628,0.4695,42.2102,8.5489,0.4485,42.2102,8.5489,0.4527,550220,7
2,798,0,550196,147,4544496540,139,94,45,4,0|1|21|25,512,1073742336,42.2102,8.5489,0.4527,42.2102,8.5489,0.4485,42.2102,8.5489,0.4527,550220,7
2,798,0,550196,147,4544496540,359,320,39,3,0|1|25,515,1073742339,43.6475,9.6048,0.5031,43.6199,9.6048,0.4989,43.6199,9.6048,0.5031,550244,4
2,798,0,550196,147,4544496540,492,447,45,4,0|1|21|25,516,1073742340,-3.2711,16.7185,-1.2180,-3.2159,16.7185,-1.2138,-3.2159,16.7185,-1.2180,550260,3
2,798,0,550196,147,4544496540,638,605,33,2,0|25,517,1073742341,-3.4508,16.1350,-1.2180,-3.4370,16.1350,-1.2138,-3.4370,16.1350,-1.2180,550276,1
2,798,0,550196,147,4544496540,734,695,39,3,0|1|25,518,1073742342,-2.7874,15.0929,-1.2180,-2.7460,15.0791,-1.2138,-2.7460,15.0791,-1.2180,550292,5
2,800,0,550385,144,4544512311,120,75,45,4,0|1|21|25,512,1073742336,42.2102,8.5489,0.4527,42.1688,8.5350,0.4317,42.1688,8.5350,0.4359,550401,1
2,800,0,550385,144,4544512311,120,75,45,4,0|1|21|25,512,1073742336,42.1688,8.5350,0.4359,42.1688,8.5350,0.4317,42.1688,8.5350,0.4359,550401,1
2,800,0,550385,144,4544512311,340,301,39,3,0|1|25,515,1073742339,43.6199,9.6048,0.5031,43.5784,9.6048,0.4989,43.5784,9.6048,0.5031,550433,6
2,800,0,550385,144,4544512311,473,428,45,4,0|1|21|25,516,1073742340,-3.2159,16.7185,-1.2180,-3.1744,16.7046,-1.2138,-3.1744,16.7046,-1.2180,550449,5
2,800,0,550385,144,4544512311,619,586,33,2,0|25,517,1073742341,-3.4370,16.1350,-1.2180,-3.4370,16.1350,-1.2138,-3.4370,16.1350,-1.2180,550465,3
2,800,0,550385,144,4544512311,715,676,39,3,0|1|25,518,1073742342,-2.7460,15.0791,-1.2180,-2.6907,15.0791,-1.2138,-2.6907,15.0791,-1.2180,550481,7
2,802,0,550571,135,4544529819,82,37,45,4,0|1|21|25,512,1073742336,42.1688,8.5350,0.4359,42.1273,8.5211,0.4149,42.1273,8.5211,0.4107,550587,6
2,802,0,550571,135,4544529819,82,37,45,4,0|1|21|25,512,1073742336,42.1273,8.5211,0.4107,42.1273,8.5211,0.4149,42.1273,8.5211,0.4107,550587,6
2,802,0,550571,135,4544529819,302,263,39,3,0|1|25,515,1073742339,43.5784,9.6048,0.5031,43.5508,9.6048,0.4989,43.5508,9.6048,0.5031,550611,3
2,802,0,550571,135,4544529819,435,390,45,4,0|1|21|25,516,1073742340,-3.1744,16.7046,-1.2180,-3.1329,16.7046,-1.2138,-3.1329,16.7046,-1.2180,550627,2
2,802,0,550571,135,4544529819,581,548,33,2,0|25,517,1073742341,-3.4370,16.1350,-1.2180,-3.4370,16.1350,-1.2138,-3.4370,16.1350,-1.2180,550651,8
2,802,0,550571,135,4544529819,671,638,33,2,0|25,518,1073742342,-2.6907,15.0791,-1.2180,-2.6492,15.0652,-1.2138,-2.6492,15.0652,-1.2180,550659,5
2,804,0,550748,144,4544545743,82,37,45,4,0|1|21|25,512,1073742336,42.1273,8.5211,0.4107,42.0858,8.5072,0.3813,42.0858,8.5072,0.3855,550764,6
2,804,0,550748,144,4544545743,82,37,45,4,0|1|21|25,512,1073742336,42.0858,8.5072,0.3855,42.0858,8.5072,0.3813,42.0858,8.5072,0.3855,550764,6
2,804,0,550748,144,4544545743,302,263,39,3,0|1|25,515,1073742339,43.5508,9.6048,0.5031,43.5231,9.6048,0.4989,43.5231,9.6048,0.5031,550788,3
2,804,0,550748,144,4544545743,435,390,45,4,0|1|21|25,516,1073742340,-3.1329,16.7046,-1.2180,-3.0777,16.6908,-1.2138,-3.0777,16.6908,-1.2180,550804,2
2,804,0,550748,144,4544545743,581,548,33,2,0|25,517,1073742341,-3.4370,16.1350,-1.2180,-3.4232,16.1350,-1.2138,-3.4232,16.1350,-1.2180,550828,8
2,804,0,550748,144,4544545743,683,638,45,4,0|1|21|25,518,1073742342,-2.6492,15.0652,-1.2180,-2.6078,15.0513,-1.2138,-2.6078,15.0513,-1.2180,550836,3
2,806,0,550934,144,4544563265,82,37,45,4,0|1|21|25,512,1073742336,42.0858,8.5072,0.3855,42.0582,8.5072,0.3477,42.0582,8.5072,0.3519,550950,6
2,806,0,550934,144,4544563265,82,37,45,4,0|1|21|25,512,1073742336,42.0582,8.5072,0.3519,42.0582,8.5072,0.3477,42.0582,8.5072,0.3519,550950,6
2,806,0,550934,144,4544563265,302,263,39,3,0|1|25,515,1073742339,43.5231,9.6048,0.5031,43.4817,9.6048,0.4989,43.4817,9.6048,0.5031,550974,3
2,806,0,550934,144,4544563265,435,390,45,4,0|1|21|25,516,1073742340,-3.0777,16.6908,-1.2180,-3.0362,16.6769,-1.2138,-3.0362,16.6769,-1.2180,550990,2
2,806,0,550934,144,4544563265,581,548,33,2,0|25,517,1073742341,-3.4232,16.1350,-1.2180,-3.4232,16.1350,-1.2138,-3.4232,16.1350,-1.2180,551014,8
2,806,0,550934,144,4544563265,683,638,45,4,0|1|21|25,518,1073742342,-2.6078,15.0513,-1.2180,-2.5663,15.0513,-1.2138,-2.5663,15.0513,-1.2180,551022,3
2,808,0,551120,144,4544579114,82,37,45,4,0|1|21|25,512,1073742336,42.0582,8.5072,0.3519,42.0167,8.4933,0.3142,42.0167,8.4933,0.3184,551136,6
2,808,0,551120,144,4544579114,82,37,45,4,0|1|21|25,512,1073742336,42.0167,8.4933,0.3184,42.0167,8.4933,0.3142,42.0167,8.4933,0.3184,551136,6
2,808,0,551120,144,4544579114,302,263,39,3,0|1|25,515,1073742339,43.4817,9.6048,0.5031,43.4402,9.6187,0.4989,43.4402,9.6187,0.5031,551160,3
2,808,0,551120,144,4544579114,435,390,45,4,0|1|21|25,516,1073742340,-3.0362,16.6769,-1.2180,-2.9947,16.6630,-1.2138,-2.9947,16.6630,-1.2180,551176,2
2,808,0,551120,144,4544579114,581,548,33,2,0|25,517,1073742341,-3.4232,16.1350,-1.2180,-3.4093,16.1489,-1.2138,-3.4093,16.1489,-1.2180,551200,8
2,808,0,551120,144,4544579114,683,638,45,4,0|1|21|25,518,1073742342,-2.5663,15.0513,-1.2180,-2.5249,15.0374,-1.2138,-2.5249,15.0374,-1.2180,551208,3
2,810,0,551306,131,4544596522,82,37,45,4,0|1|21|25,512,1073742336,42.0167,8.4933,0.3184,41.9476,8.4794,0.2806,41.9476,8.4794,0.2848,551322,6
2,810,0,551306,131,4544596522,82,37,45,4,0|1|21|25,512,1073742336,41.9476,8.4794,0.2848,41.9476,8.4794,0.2806,41.9476,8.4794,0.2848,551322,6
2,810,0,551306,131,4544596522,234,195,39,3,0|1|25,515,1073742339,43.4402,9.6187,0.5031,43.3987,9.6187,0.4989,43.3987,9.6187,0.5031,551338,3
2,810,0,551306,131,4544596522,367,322,45,4,0|1|21|25,516,1073742340,-2.9947,16.6630,-1.2180,-2.9395,16.6491,-1.2138,-2.9395,16.6491,-1.2180,551354,3
2,810,0,551306,131,4544596522,513,480,33,2,0|25,517,1073742341,-3.4093,16.1489,-1.2180,-3.4093,16.1489,-1.2138,-3.4093,16.1489,-1.2180,551378,8
2,810,0,551306,131,4544596522,609,570,39,3,0|1|25,518,1073742342,-2.5249,15.0374,-1.2180,-2.4696,15.0374,-1.2138,-2.4696,15.0374,-1.2180,551386,4
2,812,0,551479,135,4544612325,82,37,45,4,0|1|21|25,512,1073742336,41.9476,8.4794,0.2848,41.9062,8.4655,0.2638,41.9062,8.4655,0.2596,551495,6
2,812,0,551479,135,4544612325,82,37,45,4,0|1|21|25,512,1073742336,41.9062,8.4655,0.2596,41.9062,8.4655,0.2638,41.9062,8.4655,0.2596,551495,6
2,812,0,551479,135,4544612325,234,195,39,3,0|1|25,515,1073742339,43.3987,9.6187,0.5031,43.3573,9.6187,0.4989,43.3573,9.6187,0.5031,551511,3
2,812,0,551479,135,4544612325,367,322,45,4,0|1|21|25,516,1073742340,-2.9395,16.6491,-1.2180,-2.8980,16.6352,-1.2138,-2.8980,16.6352,-1.2180,551527,3
2,812,0,551479,135,4544612325,513,480,33,2,0|25,517,1073742341,-3.4093,16.1489,-1.2180,-3.4093,16.1489,-1.2138,-3.4093,16.1489,-1.2180,551551,8
2,812,0,551479,135,4544612325,615,570,45,4,0|1|21|25,518,1073742342,-2.4696,15.0374,-1.2180,-2.4281,15.0235,-1.2138,-2.4281,15.0235,-1.2180,551559,4
2,814,0,551656,123,4544629810,76,37,39,3,0|1|25,512,1073742336,41.9062,8.4655,0.2596,41.8647,8.4516,0.2302,41.8647,8.4516,0.2344,551672,7
2,814,0,551656,123,4544629810,76,37,39,3,0|1|25,512,1073742336,41.8647,8.4516,0.2344,41.8647,8.4516,0.2302,41.8647,8.4516,0.2344,551672,7
2,814,0,551656,123,4544629810,197,164,33,2,0|25,515,1073742339,43.3573,9.6187,0.5031,43.3158,9.6187,0.4989,43.3158,9.6187,0.5031,551688,8
2,814,0,551656,123,4544629810,299,254,45,4,0|1|21|25,516,1073742340,-2.8980,16.6352,-1.2180,-2.8565,16.6074,-1.2138,-2.8565,16.6074,-1.2180,551696,3
2,814,0,551656,123,4544629810,445,412,33,2,0|25,517,1073742341,-3.4093,16.1489,-1.2180,-3.3955,16.1489,-1.2138,-3.3955,16.1489,-1.2180,551712,1
2,814,0,551656,123,4544629810,541,502,39,3,0|1|25,518,1073742342,-2.4281,15.0235,-1.2180,-2.3867,15.0235,-1.2138,-2.3867,15.0235,-1.2180,551728,5
2,816,0,551821,128,4544645760,82,37,45,4,0|1|21|25,512,1073742336,41.8647,8.4516,0.2344,41.8233,8.4516,0.2134,41.8233,8.4516,0.2176,551837,6
2,816,0,551821,128,4544645760,82,37,45,4,0|1|21|25,512,1073742336,41.8233,8.4516,0.2176,41.8233,8.4516,0.2134,41.8233,8.4516,0.2176,551837,6
2,816,0,551821,128,4544645760,234,195,39,3,0|25|42,515,1073742339,43.3158,9.6187,0.5031,43.2744,9.6187,0.4989,43.2744,9.6187,0.5031,551853,3
2,816,0,551821,128,4544645760,343,298,45,4,0|1|21|25,516,1073742340,-2.8565,16.6074,-1.2180,-2.8151,16.5796,-1.2138,-2.8151,16.5796,-1.2180,551869,6
2,816,0,551821,128,4544645760,489,456,33,2,0|25,517,1073742341,-3.3955,16.1489,-1.2180,-3.3955,16.1489,-1.2138,-3.3955,16.1489,-1.2180,551885,3
2,816,0,551821,128,4544645760,585,546,39,3,0|1|25,518,1073742342,-2.3867,15.0235,-1.2180,-2.3314,15.0235,-1.2138,-2.3314,15.0235,-1.2180,551901,7
2,818,0,551991,141,4544663344,181,142,39,3,0|1|25,512,1073742336,41.8233,8.4516,0.2176,41.7818,8.4377,0.1966,41.7818,8.4377,0.1924,552015,2
2,818,0,551991,141,4544663344,181,142,39,3,0|1|25,512,1073742336,41.7818,8.4377,0.1924,41.7818,8.4377,0.1966,41.7818,8.4377,0.1924,552015,2
2,818,0,551991,141,4544663344,302,269,33,2,0|25,515,1073742339,43.2744,9.6187,0.5031,43.2191,9.6187,0.4989,43.2191,9.6187,0.5031,552031,3
2,818,0,551991,141,4544663344,404,359,45,4,0|1|21|25,516,1073742340,-2.8151,16.5796,-1.2180,-2.7736,16.5657,-1.2138,-2.7736,16.5657,-1.2180,552047,6
2,818,0,551991,141,4544663344,550,517,33,2,0|25,517,1073742341,-3.3955,16.1489,-1.2180,-3.3817,16.1489,-1.2138,-3.3817,16.1489,-1.2180,552063,4
2,818,0,551991,141,4544663344,646,607,39,3,0|1|25,518,1073742342,-2.3314,15.0235,-1.2180,-2.2761,15.0096,-1.2138,-2.2761,15.0096,-1.2180,552079,8
2,820,0,552174,125,4544679190,88,37,51,5,0|1|25|57|59,512,1073742336,41.7818,8.4377,0.1924,41.7403,8.4377,0.1798,41.7403,8.4377,0.1756,552190,5
2,820,0,552174,125,4544679190,88,37,51,5,0|1|25|57|59,512,1073742336,41.7403,8.4377,0.1756,41.7403,8.4377,0.1798,41.7403,8.4377,0.1756,552190,5
2,820,0,552174,125,4544679190,216,183,33,2,0|25,515,1073742339,43.2191,9.6187,0.5031,43.1776,9.6187,0.4989,43.1776,9.6187,0.5031,552206,5
2,820,0,552174,125,4544679190,318,273,45,4,0|1|21|25,516,1073742340,-2.7736,16.5657,-1.2180,-2.7322,16.5379,-1.2138,-2.7322,16.5379,-1.2180,552214,1
2,820,0,552174,125,4544679190,464,431,33,2,0|25,517,1073742341,-3.3817,16.1489,-1.2180,-3.3817,16.1489,-1.2138,-3.3817,16.1489,-1.2180,552238,6
2,820,0,552174,125,4544679190,560,521,39,3,0|1|25,518,1073742342,-2.2761,15.0096,-1.2180,-2.2346,15.0096,-1.2138,-2.2346,15.0096,-1.2180,552246,2
2,822,0,552341,128,4544696551,82,37,45,4,0|1|25|28,512,1073742336,41.7403,8.4377,0.1756,41.7127,8.4238,0.1463,41.7127,8.4238,0.1505,552357,6
2,822,0,552341,128,4544696551,82,37,45,4,0|1|25|28,512,1073742336,41.7127,8.4238,0.1505,41.7127,8.4238,0.1463,41.7127,8.4238,0.1505,552357,6
2,822,0,552341,128,4544696551,238,205,33,2,0|25,515,1073742339,43.1776,9.6187,0.5031,43.1362,9.6187,0.4989,43.1362,9.6187,0.5031,552373,3
2,822,0,552341,128,4544696551,340,295,45,4,0|1|21|25,516,1073742340,-2.7322,16.5379,-1.2180,-2.6907,16.5101,-1.2138,-2.6907,16.5101,-1.2180,552389,6
2,822,0,552341,128,4544696551,486,453,33,2,0|25,517,1073742341,-3.3817,16.1489,-1.2180,-3.3817,16.1489,-1.2138,-3.3817,16.1489,-1.2180,552405,4
2,822,0,552341,128,4544696551,582,543,39,3,0|1|25,518,1073742342,-2.2346,15.0096,-1.2180,-2.1794,15.0096,-1.2138,-2.1794,15.0096,-1.2180,552421,8
2,824,0,552511,123,4544712491,76,37,39,3,0|1|25,512,1073742336,41.7127,8.4238,0.1505,41.6712,8.4099,0.1295,41.6712,8.4099,0.1337,552527,7
2,824,0,552511,123,4544712491,76,37,39,3,0|1|25,512,1073742336,41.6712,8.4099,0.1337,41.6712,8.4099,0.1295,41.6712,8.4099,0.1337,552527,7
2,824,0,552511,123,4544712491,197,164,33,2,0|25,515,1073742339,43.1362,9.6187,0.5031,43.0947,9.6187,0.4989,43.0947,9.6187,0.5031,552543,8
2,824,0,552511,123,4544712491,299,254,45,4,0|1|21|25,516,1073742340,-2.6907,16.5101,-1.2180,-2.6492,16.4823,-1.2138,-2.6492,16.4823,-1.2180,552551,3
2,824,0,552511,123,4544712491,445,412,33,2,0|25,517,1073742341,-3.3817,16.1489,-1.2180,-3.3679,16.1489,-1.2138,-3.3679,16.1489,-1.2180,552567,1
2,824,0,552511,123,4544712491,541,502,39,3,0|1|25,518,1073742342,-2.1794,15.0096,-1.2180,-2.1241,15.0096,-1.2138,-2.1241,15.0096,-1.2180,552583,5
2,826,0,552676,127,4544730636,76,37,39,3,0|1|25,512,1073742336,41.6712,8.4099,0.1337,41.6298,8.4099,0.1127,41.6298,8.4099,0.1169,552692,7
2,826,0,552676,127,4544730636,76,37,39,3,0|1|25,512,1073742336,41.6298,8.4099,0.1169,41.6298,8.4099,0.1127,41.6298,8.4099,0.1169,552692,7
2,826,0,552676,127,4544730636,203,164,39,3,0|1|25,515,1073742339,43.0947,9.6187,0.5031,43.0532,9.6187,0.4989,43.0532,9.6187,0.5031,552708,7
2,826,0,552676,127,4544730636,336,291,45,4,0|1|21|25,516,1073742340,-2.6492,16.4823,-1.2180,-2.6078,16.4546,-1.2138,-2.6078,16.4546,-1.2180,552724,6
2,826,0,552676,127,4544730636,482,449,33,2,0|25,517,1073742341,-3.3679,16.1489,-1.2180,-3.3679,16.1489,-1.2138,-3.3679,16.1489,-1.2180,552740,4
2,826,0,552676,127,4544730636,578,539,39,3,0|1|25,518,1073742342,-2.1241,15.0096,-1.2180,-2.0826,14.9957,-1.2138,-2.0826,14.9957,-1.2180,552756,8
2,828,0,552845,127,4544746005,76,37,39,3,0|1|25,512,1073742336,41.6298,8.4099,0.1169,41.5883,8.3960,0.0959,41.5883,8.3960,0.0917,552861,7
2,828,0,552845,127,4544746005,76,37,39,3,0|1|25,512,1073742336,41.5883,8.3960,0.0917,41.5883,8.3960,0.0959,41.5883,8.3960,0.0917,552861,7
2,828,0,552845,127,4544746005,203,164,39,3,0|1|25,515,1073742339,43.0532,9.6187,0.5031,43.0118,9.6187,0.5157,43.0118,9.6187,0.5115,552877,7
2,828,0,552845,127,4544746005,336,291,45,4,0|1|21|25,516,1073742340,-2.6078,16.4546,-1.2180,-2.5663,16.4407,-1.2138,-2.5663,16.4407,-1.2180,552893,6
2,828,0,552845,127,4544746005,482,449,33,2,0|25,517,1073742341,-3.3679,16.1489,-1.2180,-3.3541,16.1489,-1.2138,-3.3541,16.1489,-1.2180,552909,4
2,828,0,552845,127,4544746005,578,539,39,3,0|1|25,518,1073742342,-2.0826,14.9957,-1.2180,-2.0273,14.9957,-1.2138,-2.0273,14.9957,-1.2180,552925,8
2,830,0,553014,119,4544763453,76,37,39,3,0|1|25,512,1073742336,41.5883,8.3960,0.0917,41.5607,8.3960,0.0791,41.5607,8.3960,0.0749,553030,7
2,830,0,553014,119,4544763453,76,37,39,3,0|1|25,512,1073742336,41.5607,8.3960,0.0749,41.5607,8.3960,0.0791,41.5607,8.3960,0.0749,553030,7
2,830,0,553014,119,4544763453,203,164,39,3,0|1|25,515,1073742339,43.0118,9.6187,0.5115,42.9703,9.6187,0.5157,42.9703,9.6187,0.5199,553046,7
2,830,0,553014,119,4544763453,330,291,39,3,0|1|25,516,1073742340,-2.5663,16.4407,-1.2180,-2.5249,16.4129,-1.2138,-2.5249,16.4129,-1.2180,553062,7
2,830,0,553014,119,4544763453,451,418,33,2,0|25,517,1073742341,-3.3541,16.1489,-1.2180,-3.3541,16.1489,-1.2138,-3.3541,16.1489,-1.2180,553078,8
2,830,0,553014,119,4544763453,541,508,33,2,0|25,518,1073742342,-2.0273,14.9957,-1.2180,-1.9859,14.9818,-1.2138,-1.9859,14.9818,-1.2180,553086,5
2,832,0,553175,119,4544779225,115,76,39,3,0|1|25,512,1073742336,41.5607,8.3960,0.0749,41.5192,8.3822,0.0623,41.5192,8.3821,0.0581,553191,2
2,832,0,553175,119,4544779225,115,76,39,3,0|1|25,512,1073742336,41.5192,8.3821,0.0581,41.5192,8.3822,0.0623,41.5192,8.3821,0.0581,553191,2
2,832,0,553175,119,4544779225,236,203,33,2,0|25,515,1073742339,42.9703,9.6187,0.5199,42.9289,9.6187,0.5157,42.9289,9.6187,0.5199,553207,3
