decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
59	0.019549	0.000000	0.000000	0.003698	0.000000	0.000000	665	4867
60	0.000000	0.000000	0.000000	0.001027	0.000000	0.000000	665	4867
61	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
62	0.288722	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
63	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
64	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
65	0.007519	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
66	0.000000	0.000000	0.000000	0.021985	0.000000	0.000000	665	4867
67	0.003008	0.000000	0.000000	0.003698	0.000000	0.000000	665	4867
68	0.000000	0.000000	0.000000	0.000822	0.000000	0.000000	665	4867
69	0.001504	0.000000	0.000000	0.001438	0.000000	0.000000	665	4867
70	0.010526	0.000000	0.000000	0.008219	0.001644	0.115385	665	4867
71	0.000000	0.000000	0.000000	0.000205	0.000000	0.000000	665	4867
72	0.003008	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
73	0.012030	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
74	0.000000	0.000000	0.000000	0.008835	0.000000	0.000000	665	4867
75	0.033083	0.000000	0.000000	0.819807	0.749127	0.000000	665	4867
76	0.013534	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
77	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
78	0.001504	0.000000	0.000000	0.000205	0.000000	0.000000	665	4867
79	0.001504	0.000000	0.000000	0.001849	0.000000	0.000000	665	4867
80	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
81	0.003008	0.000000	0.000000	0.005342	0.000000	0.000000	665	4867
82	0.010526	0.000000	0.000000	0.002671	0.000000	0.000000	665	4867
83	0.009023	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
84	0.007519	0.003008	0.000000	0.000000	0.000000	0.000000	665	4867
85	0.001504	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
86	0.000000	0.000000	0.000000	0.146908	0.000000	0.000000	665	4867
87	0.001504	0.000000	0.000000	0.118964	0.000000	0.000000	665	4867
88	0.009023	0.000000	0.500000	0.001438	0.000000	0.000000	665	4867
89	0.007519	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
90	0.016541	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
91	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
92	0.004511	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
93	0.001504	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
94	0.003008	0.000000	0.000000	0.001438	0.000000	0.000000	665	4867
95	0.004511	0.000000	0.000000	0.004109	0.000000	0.000000	665	4867
96	0.010526	0.000000	0.000000	0.002877	0.000000	0.000000	665	4867
