decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
163	0.027272	0.000312	0.000000	0.000000	0.000000	0.000000	9607	284
164	0.049131	0.000000	0.000000	0.000000	0.000000	0.031250	9607	284
165	0.002706	0.000000	0.000000	0.000000	0.000000	0.000000	9607	284
166	0.001457	0.000104	0.000000	0.000000	0.000000	0.031250	9607	284
167	0.003019	0.000000	0.000000	0.000000	0.000000	0.000000	9607	284
168	0.003331	0.000000	0.071429	0.000000	0.000000	0.000000	9606	284
169	0.013432	0.000000	0.000000	0.000000	0.000000	0.031250	9604	284
170	0.003020	0.000000	0.071429	0.003521	0.000000	0.062500	9604	284
171	0.001458	0.000000	0.000000	0.000000	0.000000	0.000000	9603	284
172	0.003436	0.000000	0.000000	0.017606	0.000000	0.000000	9603	284
173	0.005015	0.000000	0.000000	0.000000	0.000000	0.000000	9572	284
174	0.010789	0.000000	0.000000	0.017606	0.000000	0.031250	9547	284
175	0.003680	0.000000	0.000000	0.000000	0.000000	0.000000	9511	284
176	0.015172	0.000000	0.000000	0.000000	0.000000	0.000000	9491	284
177	0.010669	0.000000	0.000000	0.665493	0.549296	0.000000	9467	284
178	0.027790	0.000318	0.000000	0.003521	0.000000	0.000000	9428	284
179	0.006811	0.000000	0.071429	0.000000	0.000000	0.000000	9397	284
180	0.008973	0.000000	0.071429	0.000000	0.000000	0.000000	9361	284
181	0.008769	0.000000	0.000000	0.000000	0.000000	0.000000	9351	284
182	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	9334	284
183	0.013518	0.000107	0.285714	0.000000	0.000000	0.000000	9321	284
184	0.009339	0.000000	0.000000	0.000000	0.000000	0.062500	9316	284
185	0.032022	0.000000	0.000000	0.017606	0.000000	0.000000	9306	284
186	0.002579	0.000000	0.000000	0.000000	0.000000	0.000000	9305	284
187	0.008385	0.000000	0.000000	0.003521	0.000000	0.000000	9302	284
188	0.032262	0.000000	0.000000	0.000000	0.000000	0.093750	9299	284
189	0.014304	0.000000	0.000000	0.000000	0.000000	0.000000	9298	284
190	0.012798	0.000000	0.000000	0.000000	0.000000	0.000000	9298	284
191	0.003442	0.000000	0.000000	0.000000	0.000000	0.000000	9298	284
192	0.004948	0.000108	0.000000	0.000000	0.000000	0.000000	9297	284
