# lot C-ter volet 1 — CT.1.1 — film 01e1f945 (KOTH / catalyst) — 10239 lectures ti=13
# t_ms = ms depuis le premier paquet du film ; t_frame = frame du rejeu (origine 12588 ms, pas 100 ms), -1 hors axe ; film_index = -1 en mode A ; chaine = le record porteur chaine (1) ; bande = stricte (1) ou comblee (0)
slot	mode	tag	film_index	t_ms	t_frame	valeur_brute	valeur_lue	chaine	bande
1474	A	3	-1	481673	4690	8396996	0.09999	1	1
1474	A	3	-1	481688	4691	8395598	0.08333	1	1
1474	A	3	-1	481705	4691	8394200	0.06667	1	1
1474	A	3	-1	481722	4691	8392802	0.05000	1	1
1474	A	3	-1	481739	4691	8391404	0.03333	1	1
1474	A	3	-1	481755	4691	8390005	0.01666	1	1
1472	A	4	-1	481772	4691	4294967295	0xFFFFFFFF	1	1
1474	A	3	-1	481772	4691	8388607	-0.00001	1	1
1432	B	0	18	481821	4692	-	-	0	0
1439	B	8	21	481955	4693	2798092	0x002AB20C	0	0
1445	B	3	30	481974	4693	-	-	0	0
1445	B	3	30	481974	4693	-	-	0	0
1387	B	2	8	482171	4695	-	-	0	1
1445	B	3	30	482243	4696	-	-	0	0
1436	B	3	16	482243	4696	-	-	0	0
1443	A	10	-1	482372	4697	-	-	0	0
1474	B	8	21	482538	4699	2798092	0x002AB20C	0	1
1427	B	7	22	482572	4699	12397398	47.78850	0	0
1397	B	5	15	482589	4700	-	-	0	1
1397	B	5	27	482589	4700	-	-	0	1
1461	B	11	14	482605	4700	4	3	0	0
1461	B	9	17	482605	4700	1326164670	0x4F0BAABE	0	0
1387	A	15	-1	482638	4700	-	-	0	1
1440	B	9	9	482839	4702	180619561	0x0AC40929	0	0
1440	B	11	23	482839	4702	15	14	0	0
1429	A	12	-1	483106	4705	-	-	0	0
1472	B	6	20	483306	4707	-	-	0	1
1395	B	4	21	483390	4708	-	-	0	1
1473	B	3	3	483790	4712	-	-	0	1
1445	B	3	30	483876	4712	-	-	0	0
1445	B	3	30	483876	4712	-	-	0	0
1428	B	15	20	484324	4717	2	1	0	0
1445	B	0	2	484373	4717	-	-	0	0
1461	B	1	20	484491	4719	-	-	0	0
1387	B	3	0	484691	4721	-	-	1	1
1440	B	15	27	484874	4722	11	10	0	0
1440	B	15	27	484891	4723	11	10	0	0
1429	B	4	19	484974	4723	-	-	0	0
1387	B	4	0	485058	4724	-	-	0	1
1473	A	4	-1	485491	4729	1	0x00000001	1	1
1474	A	3	-1	485491	4729	8392802	0.05000	1	1
1474	A	3	-1	485591	4730	8401191	0.15001	1	1
1413	B	14	4	485641	4730	6	5	0	0
1474	A	3	-1	485691	4731	8409579	0.25001	1	1
1474	A	3	-1	485792	4732	8417968	0.35000	1	1
1474	A	3	-1	485892	4733	8426356	0.44999	1	1
1474	A	3	-1	485992	4734	8434745	0.55001	1	1
1474	A	3	-1	486092	4735	8443134	0.65000	1	1
1392	B	8	9	486159	4735	2144568964	0x7FD38684	0	1
1387	B	6	0	486176	4735	-	-	0	1
1474	A	3	-1	486192	4736	8451522	0.74999	1	1
1474	A	3	-1	486292	4737	8459911	0.85001	1	1
1474	A	3	-1	486393	4738	8468299	0.95000	1	1
1472	A	4	-1	486426	4738	1	0x00000001	1	1
1473	A	4	-1	486493	4739	4294967295	0xFFFFFFFF	1	1
1474	A	3	-1	486493	4739	8388607	-0.00001	1	1
1445	B	3	30	486695	4741	-	-	0	0
1445	B	3	30	486695	4741	-	-	0	0
1474	A	3	-1	486726	4741	8471096	0.98334	1	1
1474	A	3	-1	486743	4741	8469698	0.96667	1	1
1474	A	3	-1	486759	4741	8468299	0.95000	1	1
1474	A	3	-1	486776	4741	8466901	0.93333	1	1
1474	A	3	-1	486793	4742	8465503	0.91667	1	1
1474	A	3	-1	486809	4742	8464105	0.90001	1	1
1387	B	6	0	486809	4742	-	-	0	1
1474	A	3	-1	486826	4742	8462707	0.88334	1	1
1474	A	3	-1	486843	4742	8461309	0.86668	1	1
1474	A	3	-1	486859	4742	8459911	0.85001	1	1
1474	A	3	-1	486876	4742	8458513	0.83334	1	1
1474	A	3	-1	486893	4743	8457115	0.81668	1	1
1474	A	3	-1	486910	4743	8455717	0.80001	1	1
1474	A	3	-1	486926	4743	8454318	0.78333	1	1
1474	A	3	-1	486943	4743	8452921	0.76669	1	1
1474	A	3	-1	486960	4743	8451522	0.74999	1	1
1474	A	3	-1	486976	4743	8450125	0.73335	1	1
1474	A	3	-1	486993	4744	8448726	0.71666	1	1
1474	A	3	-1	487010	4744	8447328	0.70000	1	1
1474	A	3	-1	487026	4744	8445930	0.68333	1	1
1474	A	3	-1	487043	4744	8444532	0.66666	1	1
1474	A	3	-1	487060	4744	8443134	0.65000	1	1
1474	A	3	-1	487076	4744	8441735	0.63333	1	1
1474	A	3	-1	487093	4745	8440338	0.61667	1	1
1474	A	3	-1	487110	4745	8438939	0.60001	1	1
1474	A	3	-1	487126	4745	8437541	0.58334	1	1
1474	A	3	-1	487143	4745	8436143	0.56667	1	1
1474	A	3	-1	487160	4745	8434745	0.55001	1	1
1474	A	3	-1	487176	4745	8433347	0.53334	1	1
1474	A	3	-1	487193	4746	8431949	0.51668	1	1
1474	A	3	-1	487209	4746	8430551	0.50002	1	1
1474	A	3	-1	487226	4746	8429153	0.48335	1	1
