match_id	xuid	gamertag	team_id	outcome	rank	score	kills	deaths	assists	shots_fired	shots_hit	damage_dealt	damage_taken	created_at	avg_life_seconds	headshot_kills	max_killing_spree	kda	accuracy	time_played_seconds	grenade_kills	melee_kills	power_weapon_kills	personal_score	team_mmr	kills_expected	kills_stddev	deaths_expected	deaths_stddev	enemy_mmr	backfill_bits	present_at_beginning	present_at_completion	joined_in_progress	left_in_progress	first_joined_time	last_leave_time	assassination_kills	ground_pound_kills	shoulder_bash_kills
530820e5-cdb5-4956-a16e-cf700822ab03	2533274823110022		0	2	2	1735	11	15	4	205	100	2792.0	3808.0	2026-05-25 11:59:52.175711	20.0	3	4	-2.66	48.78	454	0	3	0	1735	1233.4364	8.499855	3.7781384	10.158215	4.0913033	1233.5751		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2533274858283686		0	2	3	2250	17	8	5	261	109	4144.0	3080.0	2026-05-25 11:59:52.175711	40.0	9	5	10.66	41.76	454	1	3	4	2250	1233.4364	12.453304	3.6813228	9.255572	4.125373	1233.5751		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2535414530233939		0	2	3	1610	10	6	7	233	93	3314.0	2276.0	2026-05-25 11:59:52.175711	55.0	6	6	6.33	39.91	454	0	1	5	1610	1233.4364	11.012394	3.697569	9.592417	4.112077	1233.5751		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2535469190789936	Chocoboflor	0	2	1	2435	15	11	6	232	116	3720.0	3402.0	2026-05-25 11:59:52.175711	28.0	5	3	6.0	50.0	454	1	6	0	2435	1233.4364	8.861639	3.7650046	10.0789385	4.0941615	1233.5751		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2533274830798809		1	3	5	1035	9	12	1	227	124	2342.0	3400.0	2026-05-25 11:59:52.175711	27.0	1	2	-2.66	54.62	454	0	3	1	1035	1233.5751	7.925234	3.8938897	10.759048	4.0749636	1233.4364		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2533274933094600		1	3	5	1760	15	14	4	424	183	4682.0	3880.0	2026-05-25 11:59:52.175711	22.0	3	2	2.33	43.16	454	3	2	2	1760	1233.5751	12.183942	3.6657066	9.80988	4.102221	1233.4364		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2535412713182055		1	3	5	1045	8	15	5	221	93	2816.0	3593.0	2026-05-25 11:59:52.175711	19.0	1	2	-5.33	42.08	454	0	2	1	1045	1233.5751	8.795378	3.7626863	10.576447	4.076277	1233.4364		true	true	false	false	2026-05-21 22:18:24.973+02		0	0	0
530820e5-cdb5-4956-a16e-cf700822ab03	2535435137320355		1	3	5	895	7	13	3	197	104	2414.0	3326.0	2026-05-25 11:59:52.175711	22.0	1	2	-5.0	52.79	454	0	4	1	895	1233.5751	8.164461	3.7753112	10.713096	4.0714617	1233.4364		true	true	false	false	2026-05-21 22:18:24.96+02		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2533274840602701		0	3	6	1850	16	19	4	502	174	4193.0	5711.0	2026-02-14 18:31:27.729805	26.0	0	3	-1.66	34.66	724	1	6	2	1850							523744	true	true	false	false	2026-02-03 11:30:02.119+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2533274860882060		0	3	6	1800	15	13	5	280	117	4034.0	3760.0	2026-02-14 18:31:27.729805	45.0	3	4	3.66	41.78	724	1	5	2	1800							523744	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2535439497055986		0	3	5	2020	13	17	6	519	210	3573.0	5248.0	2026-02-14 18:31:27.729805	30.0	0	4	-2.0	40.46	724	0	6	0	2020							523744	true	true	false	false	2026-02-03 11:30:02.131+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2535462641971683		0	3	6	1385	10	14	5	588	232	3300.0	4417.0	2026-02-14 18:31:27.729805	38.0	0	2	-2.33	39.45	724	1	1	0	1385							523744	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2533274803754807		1	2	2	2835	23	17	8	429	221	7370.0	4627.0	2026-02-14 18:31:27.729805	30.0	10	4	8.66	51.51	724	0	9	1	2835							523744	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2533274823110022		1	2	2	800	6	12	3	209	73	2261.0	3175.0	2026-02-14 18:31:27.729805	46.0	1	2	-5.0	34.92	724	0	2	0	800	1221.1433	13.769766	4.8048277	15.97777	5.086458	1213.3784	524271	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2533274830881544		1	2	2	2675	25	13	2	259	123	6923.0	3743.0	2026-02-14 18:31:27.729805	42.0	8	4	12.66	47.49	724	3	8	5	2675							523744	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
53ce4390-efa0-455d-acbc-2208865a68b6	2535430195856593		1	2	1	1540	7	12	2	362	123	2789.0	3461.0	2026-02-14 18:31:27.729805	46.0	0	2	-4.33	33.97	724	0	3	0	1540							523744	true	true	false	false	2026-02-03 11:30:02.132+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274864142980		0	2	2	725	2	2	2	36	9	750.0	839.0	2026-02-14 18:31:27.729805	61.0	0	2	0.66	25.0	234	0	1	1	725							523744	true	true	false	false	2025-12-24 16:39:05.62+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533275031831732		0	2	2	1275	9	1	2	69	22	1884.0	1110.0	2026-02-14 18:31:27.729805	97.0	1	5	8.66	31.88	234	1	1	6	1275							523744	true	true	false	false	2025-12-24 16:39:05.62+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535472156173951		0	2	4	1200	11	2	3	403	201	2299.0	1130.0	2026-02-14 18:31:27.729805	61.0	0	6	10.0	49.87	234	1	4	0	1200							523744	true	true	false	false	2025-12-24 16:39:05.619+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535472834247640		0	2	1	1250	5	4	2	89	46	1227.0	1435.0	2026-02-14 18:31:27.729805	32.0	1	2	1.66	51.68	234	1	1	0	1250							523744	true	true	false	false	2025-12-24 16:39:05.62+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274823110022		1	3	5	250	2	8	1	65	31	1484.0	1937.0	2026-02-14 18:31:27.729805	13.0	0	1	-5.66	47.69	234	1	1	0	250	974.7256	3.484884	3.1222425	4.9267635	2.955818	1080.3702	524271	true	true	false	false	2025-12-24 16:39:05.62+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274835138874		1	3	5	0	1	5	0	48	26	387.0	1139.0	2026-02-14 18:31:27.729805	25.0	0	1	-4.0	54.16	234	0	0	0	0							523744	true	true	false	false	2025-12-24 16:39:05.619+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274897620970		1	4	9	250	2	6	0	128	66	1305.0	1346.0	2026-02-14 18:31:27.729805	13.0	0	1	-4.0	51.56	168	0	0	0	250							523744	true	false	false	true	2025-12-24 16:39:05.608+01	2025-12-24 16:41:53.777+01	0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535449018082899		1	3	5	300	3	7	0	118	45	1021.0	1632.0	2026-02-14 18:31:27.729805	16.0	0	1	-4.0	38.13	234	0	1	0	300							523744	true	true	false	false	2025-12-24 16:39:05.62+01		0	0	0
606d9844-4f22-42c1-8fb6-e9d541e5ff4c	bid(28.0)		1	3	5	0	0	2	0	21	8	88.0	446.0	2026-02-14 18:31:27.729805	12.0	0	0	-2.0	38.09	66	0	0	0	0							0	false	true	true	false	2025-12-24 16:41:53.78+01		0	0	0
